author,content,date_time,id,language,number_of_likes,number_of_shares
shakira,"En la semana que celebramos el 1r aniversario del álbum Shakira, nuestro #TBT es una de las fotos oficiales! ShakHQ http://t.co/gViEJjmNj4",26/03/2015 19:18,5.81E+17,es,3811,2599
shakira,El álbum Shakira cumple un año hoy! Lo pueden escuchar en @Spotify aquí http://t.co/3M4KDRx7h5 ShakHQ #1YearOfShakira http://t.co/Ycb6I6wnJF,25/03/2015 17:33,5.81E+17,es,1982,782
shakira,"Conozcan los logros de @MovimientoALAS en el 2014! http://t.co/2drsC6VSL1
ShakHQ http://t.co/iXLLb77PlT",24/03/2015 16:26,5.80E+17,es,1228,451
shakira,"Wow! Can't Remember to Forget You de Shakira con @rihanna ya tiene más de 500 MILLONES de reproducciones!
https://t.co/Y4YiLCeznh ShakHQ",23/03/2015 17:30,5.80E+17,es,1538,657
shakira,"Padre e hijo
Feliz día del padre!
Shak http://t.co/Tmna42FQvt",19/03/2015 22:29,5.79E+17,es,7531,8557
shakira,Suerte! RT @jordunn17 @shakira please wish me luck on my Spanish exam / Por favor desearme suerte en mi examen de español,11/03/2015 19:39,5.76E+17,es,1331,444
shakira,Escuela Cartagena @fpiesdescalzos mencionada en artículo de @RIBA sobre 5 mejores escuelas SHQ http://t.co/N736XmZBbW http://t.co/PGEQIB6joS,10/03/2015 16:18,5.75E+17,es,1604,653
shakira,En el día de la mujer quiero señalar el poder de la educación: catalizador que transforma las vidas de millones de niñas alrededor del mundo,08/03/2015 20:10,5.75E+17,es,3677,2013
shakira,"Con el video de ""Las de la Intuición"" http://t.co/YzUAbw1NSw a punto de llegar a los 50 millones, nuestro #TBT ShakHQ http://t.co/s9gCMYet4G",05/03/2015 17:09,5.74E+17,es,1810,751
shakira,Muchas gracias por todos sus regalos y lindos mensajes sobre el #WorldBabyShower de @unicef_es. Shak http://t.co/7R15Dhm43T,03/03/2015 17:40,5.73E+17,es,1543,548
shakira,"♫Ay yo me voy a refugiar
a la tierra de tu amor♫
#miverdad
http://t.co/TqroWj0Top http://t.co/LgK1mFZDk7",02/03/2015 18:37,5.72E+17,es,2625,1339
shakira,Esta semana hace un año del lanzamiento de Empire. Aquí Shak en el set del video... #TBT ShakHQ http://t.co/q8n8X9ldd5,26/02/2015 19:10,5.71E+17,es,2165,1176
shakira,"♫ Tú eres mi amor mi alegría
la verdad de mi vida
mi bebé que me salta
a los brazos de prisa ♫
#miverdad http://t.co/eiL32qCkzE",25/02/2015 18:41,5.71E+17,es,4104,2530
shakira,"Shak ha escrito un texto sobre su #WorldBabyShower de @unicef_es para @BCLatino - pueden leerlo aquí: http://t.co/SkUdQJzjNV
ShakHQ",24/02/2015 18:54,5.70E+17,es,1086,937
shakira,"Compren mantas de lana para mantener a niños en estado de vulnerabilidad calientes. http://t.co/bPxBmSuA0X
ShakHQ http://t.co/8YfG1uS7wZ",23/02/2015 16:25,5.70E+17,es,1370,1050
shakira,"El video del dueto de Shak y @manaoficial, #MiVerdad ya tiene más de 10 millones de reproducciones en YouTube https://t.co/GricaBJRP7 ShakHQ",20/02/2015 17:23,5.69E+17,es,1373,1042
shakira,"No se pierdan esta noche en los #PremiosLoNuestro de @Univision a @manaoficial interpretando su dueto con Shak, #MiVerdad. ShakHQ",19/02/2015 23:25,5.69E+17,es,1633,1173
shakira,"Un amigo nos trajo esto, todo hecho en chocolate! Haciendo un esfuerzo para no comérmelo!  Shak http://t.co/8l9PIQVIk6",18/02/2015 14:35,5.68E+17,es,2819,1558
shakira,"Nos complace mucho poder anunciar que #MiVerdad, el dueto de @shakira y @manaoficial ha debutado #1 en el Latin Airplay! ShakHQ",17/02/2015 21:04,5.68E+17,es,1862,1199
shakira,"Proporcionen comidas terapéuticas a los niños y niñas que sufren de malnutrición #WorldBabyShower @UNICEF ShakHQ
https://t.co/R9b2o2JCcE",16/02/2015 21:17,5.67E+17,es,1176,636
shakira,Happy Valentine's Day! Feliz día de San Valentín! Shak http://t.co/h5aQzbcsgG,14/02/2015 22:06,5.67E+17,es,3405,1318
shakira,"Proporcionen cajas refrigeradas para mantener las vacunas de @UNICEF efectivas. http://t.co/Um9AzMAetL 
ShakHQ
https://t.co/rcD4bAxN0m",13/02/2015 18:12,5.66E+17,es,1367,633
shakira,Para Sasha y mama! http://t.co/TZMiZKKXp7,11/02/2015 22:50,5.66E+17,es,4348,1977
shakira,"Ya pueden bajarse la nueva canción de @manaoficial y Shak, Mi Verdad, en @iTunesMusic: http://t.co/kjaBgAhwDJ ShakHQ http://t.co/JOKSKvLXyM",11/02/2015 17:47,5.66E+17,es,2025,869
shakira,"No se pierdan el nuevo video de Shak y @manaoficial, #MiVerdad que se estrenó anoche: http://t.co/TqroWj0Top ShakHQ http://t.co/F87KvBjZ4B",10/02/2015 17:18,5.65E+17,es,2480,1329
shakira,"Fher gracias por invitarme a ser parte de esta gran canción y magnífica experiencia, los respeto y quiero! https://t.co/GricaBJRP7 #MiVerdad",10/02/2015 00:09,5.65E+17,es,2538,1667
shakira,Queremos presentarles a Sasha Piqué Mebarak--para conocerlo visiten http://t.co/Um9AzMiDCd,05/02/2015 17:27,5.63E+17,es,4223,2253
shakira,"""Tengo los pies de papi, parece que hubiese estado jugando futbol toda mi vida"" http://t.co/BkYpJjLSlh",04/02/2015 17:54,5.63E+17,es,6461,3001
shakira,Participen en el #WorldBabyShower de Shak y @3gerardpique y regalen vacunas contra el sarampión. http://t.co/2KC9BeMNRQ … ShakHQ,03/02/2015 17:03,5.63E+17,es,1235,517
shakira,Sasha Piqué Mebarak http://t.co/4QsfExu9Vt,30/01/2015 14:00,5.61E+17,es,7267,4785
shakira,Felicidades a Paulina Vega! Barranquilla celebra contigo!,26/01/2015 20:15,5.60E+17,es,8327,4410
shakira,Con unos pocos $/€ regalen un balón de fútbol del #WorldBabyShower con @unicef_es http://t.co/Um9AzN9r0p ShakiraHQ http://t.co/3PABQ8XzFD,25/01/2015 21:57,5.59E+17,es,1787,699
shakira,"Con unos pocos $ compren vacunas que ayuden la campaña de @UNICEF para erradicar la polio
http://t.co/5Gv0WwSrIX SHQ
https://t.co/C0OS0esYDb",23/01/2015 19:04,5.59E+17,es,1253,593
shakira,"Muchas gracias por todos los mensajes de cariño para Milan hoy en su cumple, me han emocionado mucho! https://t.co/m38J5vQDlQ @ShakiraQuilla",22/01/2015 17:05,5.58E+17,es,2959,1237
shakira,Gracias a todos los que han participado en el #WorldBabyShower. Por si no lo han visto aún visiten aquí! http://t.co/tMhOc9ho0z Shak,21/01/2015 00:21,5.58E+17,es,1491,582
shakira,Gracias a su generosidad el 1r #WorldBabyShower fue un éxito. Ayudemos a más niños este año. http://t.co/Um9AzN9r0p http://t.co/EmQTHc9bRc,19/01/2015 17:05,5.57E+17,es,3891,1844
shakira,"Compren una tarjeta de agradecimiento y ayuden a sumar fondos para vacunas contra el sarampión #WorldBabyShower
http://t.co/2KC9BeMNRQ SHQ",19/01/2015 14:56,5.57E+17,es,972,468
shakira,Nuestro segundo hijo llegará pronto. Participen en el #WorldBabyShower con @UNICEF http://t.co/45Z0r9TXKn. Shak http://t.co/qqFhmot1Mc,19/01/2015 14:01,5.57E+17,es,3876,3080
shakira,Wow! hoy hace un año del lanzamiento de Can't Remember to Forget You de Shak y @rihanna! El tiempo vuela...  http://t.co/LYzPHgUBdu ShakHQ,13/01/2015 17:09,5.55E+17,es,1908,948
shakira,"Despido el año practicando deportes de riesgo! :)
Les deseo un muy feliz 2015 a todos!!! Shak
https://t.co/vyXauJM6Ip",31/12/2014 14:20,5.50E+17,es,4392,1959
shakira,La versión Deluxe del último álbum de Shak está en @iTunesMusic US por primera vez. Para conseguirlo http://t.co/pcRTceTR37 ShakHQ,23/12/2014 19:20,5.47E+17,es,1349,710
shakira,Si están pensando en un regalo de última hora...No se olviden de las fragancias de Shak http://t.co/ng83a18Snn ShakHQ http://t.co/A32VPMuiSU,22/12/2014 20:16,5.47E+17,es,1537,671
shakira,Me encantan las películas de Navidad! Estas dos son unas de mis favoritas… Shak http://t.co/291fyS3xi3,22/12/2014 14:42,5.47E+17,es,2275,886
shakira,Shak acaba de añadir más canciones en su Playlist de Navidades en @Spotify! Para escucharlas: http://t.co/aixj9qAoJe ShakHQ,19/12/2014 20:05,5.46E+17,es,964,494
shakira,En 30' Shak responderá a sus preguntas sobre la maternidad en el twitter de @FisherPrice. Usen #AskShakira para enviar preguntas. ShakHQ,16/12/2014 17:39,5.45E+17,es,806,357
shakira,Quieren saber qué cuentos Shakira lee a su hijo? Mañana podrán realizar preguntas como ésta en el twitter de @FisherPrice. ShakHQ,15/12/2014 16:49,5.45E+17,es,983,447
shakira,El próximo Martes Shak respondrá a sus preguntas en el Twitter de @FisherPrice. Utilicen el hashtag #AskShakira. ShakiraHQ,13/12/2014 20:29,5.44E+17,es,921,416
shakira,Muchas gracias @AlexOfficial994 por este retrato! Increíble! / Shak http://t.co/YIBUcJX1sd,12/12/2014 15:08,5.43E+17,es,2091,736
shakira,Comparto la visión de Malala. RT este video y únete a los que te inspiran. Juntos podemos ver #TheLast en 2015 http://t.co/k3fG08LpaV Shak,11/12/2014 16:15,5.43E+17,es,858,649
shakira,Les compartimos el video que Shak grabó para la Conferencia en Educación Temprana de @lacasablanca de hoy #InvestInUs http://t.co/crIGS7jjsB,10/12/2014 21:57,5.43E+17,es,807,478
shakira,Recap today's live Q&amp;A on early education / Resumen del #ShakiraEdChat de hoy sobre educación temprana https://t.co/tPVr4LJLz0 ShakHQ,10/12/2014 16:25,5.43E+17,es,615,341
shakira,"Gracias a todos por haber participado en este #ShakiraEdChat, por sus preguntas y sus comentarios. Besos. Shak",10/12/2014 15:40,5.43E+17,es,918,1962
shakira,".@isaura_cd De 0 a 3, todos los niños son genios lingüísticos por su plasticidad cerebral. A través de los idiomas enseñamos la globalidad",10/12/2014 15:26,5.43E+17,es,525,279
shakira,".@Tayosaid Porqué he visto los milagros que logra en niños, familias, y comunidades enteras en Colombia y en otros países donde trabajamos",10/12/2014 15:22,5.43E+17,es,412,183
shakira,".@ShakNewsQuilla Cualquier niño puede aprender idiomas antes de los 3-a Milan lo exponemos al esp, catalán, ing, francés, aleman, ruso,chino",10/12/2014 15:22,5.43E+17,es,600,393
shakira,".@KnowledgeAll Fund. pies descalzos es parte de una alianza con el gob. Nal. ""Primero lo primero"". Abriremos 24 centros de DIT para 2016!",10/12/2014 15:18,5.43E+17,es,309,172
shakira,.@ShakiraQuilla hemos aprendido que se debe educar desde los inicios para poder solventar los desafíos que se encuentran mas adelante,10/12/2014 15:14,5.43E+17,es,405,194
shakira,".@Mellisebasan de acuerdo. faltan mas escuelas en los campos, mas compromisos de los gobiernos y el sector privado. Hay que presionar",10/12/2014 15:14,5.43E+17,es,379,170
shakira,".@cynthiapve se desarrollan aptitudes cognitivas, motrices, sociales y de conducta que resultan en ninos exitosos en la escuela y la vida",10/12/2014 15:05,5.43E+17,es,371,164
shakira,Preparada para contestar a sus preguntas sobre Educación Temprana con @ArneDuncan. Utilicen #ShakiraEdChat Shak http://t.co/XCtCynZ6ph,10/12/2014 14:52,5.43E+17,es,1134,466
shakira,En 30 minutos Shak contestará a sus preguntas sobre educación temprana con @arneduncan. Utilicen #ShakiraEdChat. ShakHQ,10/12/2014 14:30,5.43E+17,es,536,225
shakira,Shak ganó dos premios @Vevo Hot This Year: Sexiest Video y Best Latin Video! Muchas Gracias por haber votado! ShakHQ http://t.co/QUbDKu5XSu,09/12/2014 20:37,5.42E+17,es,1547,688
shakira,Para realizar sus preguntas sobre educación temprana ahora o durante el chat usen #ShakiraEdChat. + info: http://t.co/YZGyJamRu9  ShakHQ 2/2,09/12/2014 18:33,5.42E+17,es,604,271
shakira,"Mañana a las 10am ET, Shak respondrá a sus preguntas sobre educación temprana con el Secretario de Educación @arneduncan @whiteHouse. ShakHQ",09/12/2014 18:32,5.42E+17,es,623,293
shakira,"#Inevitable MT @zayraMoreno Para ser mas franca, nadie piensa en tí como lo hago yo, aunque te dé lo mismo. https://t.co/1LC3Kwebut … 🎶❤",03/12/2014 17:16,5.40E+17,es,1081,559
shakira,La vida es una colección de recuerdos  RT @LushoDuart @shakira cuando miro en tus pupilas se que Dios no dejo de existir. Tu lo haces vivir,03/12/2014 17:13,5.40E+17,es,962,465
shakira,"Estamos construyendo una Colombia más equitativa y solidaria, con mayores oportunidades para los niños y niñas @aeacolombia @fpiesdescalzos",03/12/2014 15:44,5.40E+17,es,1239,569
shakira,Conoces personas o entidades que se destacan x su trabajo por la primera infancia? Nomínalas al Premio #ALASBID2015! http://t.co/qlE4Lf4iXO,01/12/2014 18:04,5.39E+17,es,922,439
shakira,"Roberto G. Bolaños Chespirito ..Gracias por hacer mejor con tu vida, mi infancia y la de millones de niños. Te querremos siempre!! Shak",29/11/2014 18:46,5.39E+17,es,7024,4737
shakira,Shak features in the new issue of @elle_es / Shak en el número de este mes de ELLE España! ShakHQ http://t.co/EAi7knMf58,26/11/2014 17:00,5.38E+17,es,1944,839
shakira,Wow! El video de Hips Don't Lie con @wyclef ya ha superado las 200 millones de reproducciones! http://t.co/o1lj4MjMWo  ShakHQ,25/11/2014 17:20,5.37E+17,es,1251,646
shakira,Celebrando con @manaoficial en el Camp Nou un Barça brillante hoy! Shak http://t.co/yUeQsNWIKP,22/11/2014 21:10,5.36E+17,es,3201,1571
shakira,En la distancia comparto con Raúl Alarcon Jr el merecido reconocimiento que le entregan hoy en Miami a la memoria de su padre Raúl Alarcon,21/11/2014 21:00,5.36E+17,es,1107,437
shakira,"Felicitaciones @Anya_Galstyan de Armenia, la ganadora del concurso Wild Elixir. Aquí está con sus regalos!  ShakHQ http://t.co/GM7B7i3zAc",21/11/2014 17:52,5.36E+17,es,991,339
shakira,"Como Embajadora de Buena Voluntad de @UNICEF, espero que se sumen hoy a las celebraciones del 25 aniversario del #DiadelNino",20/11/2014 20:05,5.36E+17,es,1107,590
shakira,Sabías que las inscripciones al Premio ALAS BID 2015 ya están abiertas? No dejes de participar! http://t.co/qlE4Lf4iXO  @MovimientoALAS,19/11/2014 20:56,5.35E+17,es,745,362
shakira,"Les deseo a todos mis amigos en @LatinGRAMMYs lo mejor, celebrando 15 años de buena música y lindos recuerdos este jueves. #LatinGRAMMY",18/11/2014 13:59,5.35E+17,es,1436,652
shakira,Wow! El video de La La La (Brazil 2014) ya tiene más de 400 millones de reproducciones!! http://t.co/lFBX5luPZr ShakHQ #daretodream,14/11/2014 17:25,5.33E+17,es,1459,729
shakira,Mejor le digo adiós a tu boca de anís :-)  RT @evesandrith  Yo no quiero cobardes que me hagan sufrir 🎤🎤🎧🎶 @shakira,11/11/2014 20:41,5.32E+17,es,1186,623
shakira,"En realidad, Shak está nominada en CINCO categorías @VEVO! Collaboration, Female, Certified, Latin y Sexiest http://t.co/GHEYan9vv4 ShakHQ",11/11/2014 17:10,5.32E+17,es,996,505
shakira,"Shak, nominada a CUATRO premios @Vevo Hot This Year:  Female, Certified, Latin y Sexiest. Para votar: http://t.co/uaWN8skv0n ShakHQ",11/11/2014 16:23,5.32E+17,es,875,446
shakira,"No se pierdan la entrevista que @flashmoda_TVE hizo a Shak durante la presentación de #RockByShakira!
http://t.co/GcwaxYKKHX
ShakHQ",07/11/2014 18:10,5.31E+17,es,1005,525
shakira,"Exclusive video: in the studio, making the 'Shakira' album / Video en exclusiva: grabando el álbum 'Shakira' http://t.co/XwsuyVuEvW #TBT SHQ",06/11/2014 19:27,5.30E+17,es,1202,673
shakira,"Para celebrar el lanzamiento de #RockByShakira, Shak está en la portada de la @revista_donna en Brasil. ShakHQ http://t.co/cgZVJ8IKBK",05/11/2014 19:54,5.30E+17,es,1157,477
shakira,Shak en un avión con su director musical @Mit_C_Hell_ #tbt #Halloween ShakHQ http://t.co/vIeMivw5xt,30/10/2014 17:10,5.28E+17,es,1658,736
shakira,Hoy en Quito @el_BID y @MovimientoALAS reconocen las experiencias destacadas de Ecuador en primera infancia del #PremioALASBID2014 ShakHQ,28/10/2014 14:11,5.27E+17,es,1002,2084
shakira,"Hace unos días Shak habló con sus fans de México sobre #RockByShakira, su maternidad y su nuevo álbum. http://t.co/LVPoDmW6Wi ShakHQ",26/10/2014 20:31,5.26E+17,es,1260,622
shakira,"Shak ha sido nominada (Mejor Artista Internacional) en los premios NRJ #NMA. Para votar:  http://t.co/BuUnctQlBa (¡muchas gracias!) 
ShakHQ",20/10/2014 15:23,5.24E+17,es,1377,703
shakira,"El espectáculo de @SolPicodanza es de lo mejor que he visto en mucho tiempo. Danza, humor y prosa altamente recomendable! Shak",17/10/2014 20:08,5.23E+17,es,1192,536
shakira,"5 years ago… / Hace 5 años... #DidItAgain 
https://t.co/jrtzF06YSW
ShakHQ",16/10/2014 20:20,5.23E+17,es,1508,848
shakira,Muy feliz de poder compartir este informe de nuestra nueva escuela @fpiesdescalzos en Cartagena! Shak http://t.co/jrwVfw0sCU,16/10/2014 13:32,5.23E+17,es,1435,621
shakira,En Luxemburgo presenciando la victoria de España hoy! Shak http://t.co/WGn3A123aB,12/10/2014 21:01,5.21E+17,es,2097,885
shakira,Muy feliz de saber que el premio Nobel de La Paz ha sido otorgado a Malala. Una voz en pro de la educación y un ejemplo a seguir. Shak,10/10/2014 18:39,5.21E+17,es,2329,1372
shakira,¡Hoy se presenta la nueva fragancia #RockByShakira en Barcelona! ShakHQ http://t.co/PCrpJWPRgW,09/10/2014 13:23,5.20E+17,es,1901,846
shakira,Día de setas! Shak http://t.co/kn3dBnTPEv,05/10/2014 15:19,5.19E+17,es,4132,1841
shakira,Muchas gracias por todas sus fotos de #RockByShakira - sigan publicándolas en twitter (indicando dónde la han encontrado)! ShakHQ,03/10/2014 13:34,5.18E+17,es,1091,582
shakira,El video de Can't Remember To Forget You con @Rihanna ya tiene más de 400m de reproducciones! http://t.co/M3BXT8if4k  ShakHQ,01/10/2014 17:52,5.17E+17,es,1222,700
shakira,"Happy 16th birthday to Shak's 4th album, 'Dónde Están los Ladrones?'! Hoy 'Dónde Están los..?' cumple 16 años! ShakHQ http://t.co/sq2OZAFbGS",29/09/2014 16:15,5.17E+17,es,3238,1842
shakira,"¡Ya está aquí! ¡El nuevo TV spot de la última fragancia de Shak, #RockByShakira! ShakiraHQ
https://t.co/dxOoVziNbP",28/09/2014 14:49,5.16E+17,es,1419,848
shakira,"Aquí les dejamos con un adelanto del nuevo comercial de #RockByShakira, la nueva fragancia de Shak. 
ShakHQ https://t.co/1pXzSCp3re",26/09/2014 15:03,5.16E+17,es,1338,769
shakira,Nuestro colegio @fpiesdescalzos en Cartagena. Shak http://t.co/n9Xypu0nLS,21/09/2014 19:36,5.14E+17,es,2254,996
shakira,Piqué tu papa!! Shak http://t.co/EpfJuKJlwx,18/09/2014 20:18,5.13E+17,es,4425,2048
shakira,¡El video #BeautifulLiar con Shak y @Beyonce ha llegado a los 100 millones de reproducciones! http://t.co/0aZXUFiqg9 #VevoCertified ShakHQ,15/09/2014 17:15,5.12E+17,es,1574,882
shakira,"Gustavo, aún nos queda por hacer la canción mas importante de todas… http://t.co/EFMlxHsfva",04/09/2014 18:09,5.08E+17,es,12986,11963
shakira,Fan de Víctor en @SaberyganarRtve! impresionante! Shak,01/09/2014 16:01,5.06E+17,es,1215,591
shakira,"Feliz de saber que ya está lo nuevo de @JuanLuisGuerra, uno de mis favoritos! Shak #TusBesos",30/08/2014 18:16,5.06E+17,es,2110,1009
shakira,Vean y aprendan la coreografía ganadora de nuestro concurso de Dare (La La La)  con Julio y Beto de @zumba http://t.co/5x1LAoJBbi  ShakHQ,29/08/2014 18:05,5.05E+17,es,1584,757
shakira,¡Sigue creciendo la familia Piqué Mebarak! ¡Gracias a todos por sus mensajes de cariño!,28/08/2014 20:48,5.05E+17,es,9296,5994
shakira,Gracias @HispanicEd por organizar un foro que promueve la importancia de la música y las artes en la educación! http://t.co/h79njFx7VH,28/08/2014 15:22,5.05E+17,es,1226,598
shakira,Entrevista exclusiva sobre la grabación del nuevo álbum en la app de Shak iPhone http://t.co/lp042yCfEE  Android http://t.co/f7cQaP3n46  SHQ,26/08/2014 19:00,5.04E+17,es,1000,585
shakira,Ustedes pueden cambiar la vida de un niño participando en el Plan Padrino de la @fpiesdescalzos http://t.co/ZNHQvQqUfh  ShakHQ,25/08/2014 16:34,5.04E+17,es,1113,691
shakira,¿Ya se bajaron de gratis el álbum Shakira en nuestra app @TMobileLatino iPhone http://t.co/DfqZibBnIh Android http://t.co/zPkLTfKTQ6  ShakHQ,21/08/2014 16:12,5.02E+17,es,1154,631
shakira,58 millones de niños y niñas en el mundo no tienen acceso al derecho fundamental de la educación http://t.co/39uaENZE6c #EducationCountdown,20/08/2014 17:04,5.02E+17,es,1282,847
shakira,"Consigan el álbum ""Shakira"" de gratis con la app de @TMobileLatino. iPhone http://t.co/VimMi0H2we Android: http://t.co/Gijl8MbqJI  ShakHQ",18/08/2014 18:08,5.01E+17,es,1062,622
shakira,¡Shak ganó el #TeenChoiceAwards Choice TV Reality Personality Female anoche por su trabajo en @NBCTheVoice! ShakHQ http://t.co/GQ2V8vHaxs,11/08/2014 17:23,4.99E+17,es,2451,1174
shakira,"¡Les invitamos a visitar la nueva página web de la @fpiesdescalzos !
http://t.co/bVuGwGo3Po 
ShakHQ http://t.co/qw5BphBNI4",05/08/2014 15:40,4.97E+17,es,1415,1223
shakira,"La La La, Vietnamese style. Love it! La La La, versión vietnamita. ¡Nos Encanta! http://t.co/ne5uEYdxbH ShakHQ",04/08/2014 16:36,4.96E+17,es,1709,836
shakira,¡Queridos @ShakiraRNR que ilustración tan linda! ¡Se la enseñaré a Milan! Shak 😄😚😯😏👮 http://t.co/k43HD9PAM2,31/07/2014 20:13,4.95E+17,es,4834,2042
shakira,Ah-wuuuuu! The She Wolf video premiered five years ago today! El vídeo de She Wolf se estrenó hoy hace 5 años! http://t.co/1qgCji9MVK ShakHQ,30/07/2014 17:00,4.95E+17,es,2362,1165
shakira,"Nos complace mucho poder anunciar que http://t.co/h4hbmP95a2 ya está disponible en más idiomas...
ShakHQ http://t.co/CXi9xQKyH0",29/07/2014 17:12,4.94E+17,es,1948,786
shakira,¡Wow! ¡@MensHealthMag ha seleccionado a Shak como la mujer más sexy del 2014! http://t.co/OlThNB6Dwk ShakHQ http://t.co/DdJZHiU8YL,24/07/2014 16:22,4.92E+17,es,3055,1646
shakira,¡Nos encanta esta foto de la tapa de la revista @glamlatinamag ya disponible en todos los quioscos de USA! ShakHQ http://t.co/lcoFWo0Vdz,23/07/2014 16:47,4.92E+17,es,2084,844
shakira,Vean los videos de la reciente actuación de Shak en @showdavida (Brasil) aquí http://t.co/sjVdTgiazD (hagan scroll para encontrarlos) ShakHQ,21/07/2014 17:27,4.91E+17,es,1405,705
shakira,Para celebrar los 100 millones de seguidores en Facebook de Shak hemos realizado el siguiente video https://t.co/vCJRuhuxxf ShakHQ,18/07/2014 16:34,4.90E+17,es,2154,1135
shakira,"¡Muchas gracias @Univision por este @PremiosJuventud ""Favorite hit"" para ""Nunca Me Acuerdo De Olvidarte""! ¡Beso! Shak",18/07/2014 16:00,4.90E+17,es,1935,882
shakira,100 millones de amigos en Facebook es un número que jamás me imaginé Shak https://t.co/vNRmwcq0TH,18/07/2014 13:19,4.90E+17,es,2218,1106
shakira,¡Escuchen el nuevo remix de Dare (La La La) realizado por @dirtyloud en Spotify aquí http://t.co/qYj3N7K8vm! ShakHQ http://t.co/ueoMaZaSw1,16/07/2014 16:43,4.89E+17,es,2212,984
shakira,¡Gracias por vuestras felicitaciones sobre Río! Pueden seguir apoyando @WFP con @Activia. Para donar:  http://t.co/Yt1Z24rcSx ShakHQ,16/07/2014 15:27,4.89E+17,es,2597,849
shakira,¡¡Qué lindo!! ¡Muchas gracias @GabhoEspinosa por esta ilustración de la final! Shak http://t.co/o7qQ2HXGrb,15/07/2014 17:35,4.89E+17,es,3966,1505
shakira,¡MUCHAS GRACIAS a los miles de personas que durante la Copa Mundial mandaron a Shak una #daretodream selfie! http://t.co/6wRAJJTvlz  ShakHQ,14/07/2014 15:13,4.89E+17,es,2782,1225
shakira,¡Felicidades al campeón y al subcampeón de esta inolvidable Copa del Mundo! Shak,13/07/2014 23:11,4.88E+17,es,6711,3893
shakira,That was so much fun! ¡Increíble! ShakHQ #WorldCup #ClosingCeremony http://t.co/tWuFcMiD6m,13/07/2014 19:07,4.88E+17,es,11525,9547
shakira,¡Faltan DOS HORAS para el inicio de la Ceremonia de Clausura de la Copa Mundial! ShakHQ #GER #ARG http://t.co/alFI0Dn0qX,13/07/2014 15:15,4.88E+17,es,7513,5670
shakira,Río!! Shak http://t.co/hfbj58tMkR,13/07/2014 14:43,4.88E+17,es,7363,4684
shakira,Mañana Shak cantará en la ceremonia de clausura de la Copa Mundial! Para saber la hora http://t.co/nlCkZvjbxX  ShakHQ http://t.co/brAzK87YU6,12/07/2014 18:42,4.88E+17,es,2831,1916
shakira,Number One! / ¡Número Uno! @Billboard ShakHQ http://t.co/b3D8lJnmnW,10/07/2014 18:02,4.87E+17,es,3043,1530
shakira,"Three days / Tres Días. ShakHQ
https://t.co/eD0IsizG3z",10/07/2014 15:58,4.87E+17,es,2741,1892
shakira,¡Gracias a todo el equipo @DespiertaAmeric por el cariño y el recibimiento de hoy - me voy feliz a Brasil! Shak http://t.co/oTOcRQ2bA3,09/07/2014 14:40,4.87E+17,es,3294,1414
shakira,El video de La La La (Brasil 2014) acaba de superar los 200 millones de reproducciones. ¡Increíble! ¡Gracias! http://t.co/QdEVNS9Ci5 ShakHQ,07/07/2014 00:17,4.86E+17,es,3485,1885
shakira,"Tengo lágrimas en los ojos y orgullo en el corazón, por mi país,por su talento y x la mejor actuación de Colombia en la historia del Mundial",04/07/2014 22:32,4.85E+17,es,27785,27840
shakira,¡Excelente noticia! ¡Shak interpretará La La La (Brasil 2014) con @carlinhosbrown en la Cerimonia de Clausura de @FIFAWorldCup 2014! ShakHQ,03/07/2014 16:49,4.85E+17,es,4008,3479
shakira,Muchas gracias por su apoyo a Lalala/Dare. Cantaré en la clausura del mundial en Brasil! Ustedes me han llevado allí!! Shak,03/07/2014 15:02,4.85E+17,es,7616,6674
shakira,La Fundación Howard G. Buffet se une a @fpiesdescalzos y @Activia en el programa de comidas escolares de @WFP http://t.co/2G1Q7edAhp ShakHQ,02/07/2014 18:48,4.84E+17,es,908,385
shakira,"¡¡Pasamos a cuartos!! James, un gracias enorme!! ¡Hasta hoy de lo mejor del Mundial! ¡¡¡Ospina, sencillamente espectacular!!! Shak #COL",28/06/2014 22:02,4.83E+17,es,13379,13693
shakira,¡Vamos Colombia! ¡¡¡¡Estamos contigo!!!! Shak,28/06/2014 13:36,4.83E+17,es,8220,7124
shakira,¡Nos encantaría ver sus diseños para el sencillo de La La La (Brasil 2014). Publiquen con #DareArt y vamos a RT nuestros favoritos! ShakHQ,25/06/2014 16:09,4.82E+17,es,970,445
shakira,¡¡Colombia clasificados!! ¡¡¡¡¡¡Celebrando!!!!! #daretowin #COL Shak,24/06/2014 22:13,4.82E+17,es,7241,5475
shakira,¡¡¡¡¡Vamos Colombia!!!!! #daretowin Shak,24/06/2014 19:31,4.82E+17,es,4601,3500
shakira,¡No se pierdan este video exclusivo del cómo se hizo la sesión de fotos del nuevo álbum de Shak! https://t.co/LAwpTqacvQ ShakHQ,20/06/2014 20:24,4.80E+17,es,997,488
shakira,¡¡Espectacular Uruguay!! Shak,19/06/2014 20:52,4.80E+17,es,5200,5006
shakira,¡¡Golazo de luis Suárez!! Shak,19/06/2014 20:46,4.80E+17,es,4041,3429
shakira,¡¡¡Viva Colombia!!! Shak,19/06/2014 18:35,4.80E+17,es,8123,6122
